OptionProfitRate,LongProfitRate,ShortProfitRate,LstmProfitRate,time
1,1.001977726,0.996022274,1,2022-2-15 9:45
0.9941726,1.004734998,0.993265002,0.996250913,2022-2-15 10:00
0.9941726,1.005827578,0.992172422,0.995161578,2022-2-15 10:15
0.992187069,1.006145531,0.991854469,0.994844568,2022-2-15 10:30
0.992023638,1.005643842,0.992356158,0.995344768,2022-2-15 10:45
0.988400652,1.007085601,0.990914399,0.993907289,2022-2-15 11:00
0.988400652,1.007117398,0.990882602,0.993875586,2022-2-15 11:15
0.984953162,1.00791954,0.99008046,0.993075826,2022-2-15 11:30
0.987043405,1.005079216,0.992920784,0.995907718,2022-2-15 13:15
0.981423595,1.005508482,0.992491518,0.995479726,2022-2-15 13:30
0.981423595,1.005761962,0.992238038,0.995226998,2022-2-15 13:45
0.97581732,1.006047943,0.991952057,0.994941867,2022-2-15 14:00
0.97716231,1.004181023,0.993818977,0.996803244,2022-2-15 14:15
0.97716231,1.005877712,0.992122288,0.995111593,2022-2-15 14:30
0.977555867,1.008817162,0.989182838,0.99218087,2022-2-15 14:45
0.978491441,1.009165397,0.988834603,0.991833668,2022-2-15 15:00
0.985040239,1.012689654,0.985310346,0.988319874,2022-2-16 9:45
0.991639875,1.016488011,0.981511989,0.984532794,2022-2-16 10:00
0.994304758,1.016966094,0.981033906,0.98405613,2022-2-16 10:15
0.991197772,1.016682441,0.981317559,0.984338941,2022-2-16 10:30
0.989847182,1.01606621,0.98193379,0.984953342,2022-2-16 10:45
0.9886802,1.015506042,0.982493958,0.985511847,2022-2-16 11:00
0.991697878,1.016916707,0.981083293,0.984105371,2022-2-16 11:15
0.989054996,1.01575221,0.98224779,0.985266411,2022-2-16 11:30
0.982244209,1.014921213,0.983078787,0.98609494,2022-2-16 13:15
0.982244209,1.013816095,0.984183905,0.987196777,2022-2-16 13:30
0.980657041,1.014147071,0.983852929,0.986866784,2022-2-16 13:45
0.980361717,1.013868952,0.984131048,0.987144077,2022-2-16 14:00
0.982039859,1.010769878,0.987230122,0.990233951,2022-2-16 14:15
0.9825702,1.011241724,0.986758276,0.989763505,2022-2-16 14:30
0.982045139,1.012472298,0.985527702,0.988536585,2022-2-16 14:45
0.982076171,1.013093272,0.984906728,0.987917454,2022-2-16 15:00
0.975925974,1.011854068,0.986145932,0.989152979,2022-2-17 9:45
0.975925974,1.014825228,0.983174772,0.98619064,2022-2-17 10:00
0.980753873,1.015803266,0.982196734,0.985215506,2022-2-17 10:15
0.980491025,1.01459889,0.98340111,0.986416306,2022-2-17 10:30
0.980955031,1.016044031,0.981955969,0.984975456,2022-2-17 10:45
0.982615776,1.018822056,0.979177944,0.982205679,2022-2-17 11:00
0.982451494,1.019778486,0.978221514,0.981252088,2022-2-17 11:15
0.982451494,1.019352139,0.978647861,0.981677169,2022-2-17 11:30
0.988377167,1.017417562,0.980582438,0.983606003,2022-2-17 13:15
0.98768521,1.016158046,0.981841954,0.98486178,2022-2-17 13:30
0.986868431,1.018361211,0.979638789,0.982665155,2022-2-17 13:45
0.987212497,1.017364442,0.980635558,0.983658965,2022-2-17 14:00
0.987212497,1.01535709,0.98264291,0.985660357,2022-2-17 14:15
0.986665075,1.015408915,0.982591085,0.985608686,2022-2-17 14:30
0.986665075,1.015299556,0.982700444,0.985717721,2022-2-17 14:45
0.985552912,1.015547392,0.982452608,0.98547062,2022-2-17 15:00
0.985552912,1.010344827,0.987655173,0.99065774,2022-2-18 9:45
0.983287052,1.013827953,0.984172047,0.987184954,2022-2-18 10:00
0.985188206,1.014428747,0.983571253,0.986585944,2022-2-18 10:15
0.985188206,1.013320884,0.984679116,0.987690519,2022-2-18 10:30
0.984200928,1.013138158,0.984861842,0.987872702,2022-2-18 10:45
0.979978326,1.013628209,0.984371791,0.987384106,2022-2-18 11:00
0.979978326,1.012613344,0.985386656,0.988395957,2022-2-18 11:15
0.97954819,1.012599466,0.985400534,0.988409794,2022-2-18 11:30
0.979918735,1.016174164,0.981825836,0.984845709,2022-2-18 13:15
0.979667912,1.016136964,0.981863036,0.984882798,2022-2-18 13:30
0.979667912,1.017155188,0.980844812,0.983867597,2022-2-18 13:45
0.979115378,1.016473891,0.981526109,0.984546872,2022-2-18 14:00
0.976869864,1.017006061,0.980993939,0.984016282,2022-2-18 14:15
0.976869864,1.017412775,0.980587225,0.983610776,2022-2-18 14:30
0.977499027,1.019161288,0.978838712,0.981867453,2022-2-18 14:45
0.979010219,1.02039408,0.97760592,0.980638322,2022-2-18 15:00
0.963194585,1.015943961,0.982056039,0.985075229,2022-2-21 9:45
0.963194585,1.015081387,0.982918613,0.982242559,2022-2-21 10:00
0.960094411,1.015858428,0.982141572,0.982994475,2022-2-21 10:15
0.960094411,1.014411223,0.983588777,0.981594065,2022-2-21 10:30
0.956644332,1.014374463,0.983625537,0.981558493,2022-2-21 10:45
0.956644332,1.013031719,0.984968281,0.980259167,2022-2-21 11:00
0.955287809,1.013383139,0.984616861,0.980599224,2022-2-21 11:15
0.954708603,1.013940716,0.984059284,0.981138772,2022-2-21 11:30
0.954995439,1.015561029,0.982438971,0.982706693,2022-2-21 13:15
0.954995439,1.016371625,0.981628375,0.983491078,2022-2-21 13:30
0.954215007,1.014726981,0.983273019,0.981899613,2022-2-21 13:45
