code,high,low,open,close,avg,vol,amount,time
905,5314.3711,5288.3074,5306.6677,5302.6233,5303.169886666667,23577011.0,20965735477.3,2020-01-02 09:45:00
905,5339.3307,5301.2719,5302.6233,5338.488,5324.521233333333,14820725.0,14175886930.8,2020-01-02 10:00:00
905,5345.0535,5334.4118,5338.488,5344.3112,5339.845146666666,12605558.0,11856579288.8,2020-01-02 10:15:00
905,5352.3007,5336.1298,5344.3112,5351.0507,5343.163833333334,10512611.0,9627414989.400002,2020-01-02 10:30:00
905,5367.0176,5350.292,5351.0507,5366.5973,5358.109960000001,9801716.0,9189286007.0,2020-01-02 10:45:00
905,5367.3279,5350.0005,5366.5973,5361.2341,5356.820473333332,8023671.0,7760762445.299999,2020-01-02 11:00:00
905,5370.9767,5360.879,5361.2341,5369.9251,5366.056193333333,6623511.0,6895539164.099999,2020-01-02 11:15:00
905,5374.6791,5357.8182,5369.9251,5358.2839,5367.457953333333,6160634.0,6033503124.5,2020-01-02 11:30:00
905,5367.5253,5355.6117,5358.2839,5356.6841,5363.061573333334,6312120.0,6263257167.299999,2020-01-02 13:15:00
905,5362.8897,5356.5284,5356.6841,5357.2148,5359.52958,5757146.0,5598788847.2,2020-01-02 13:30:00
905,5363.0854,5354.0498,5357.2148,5362.703,5358.070100000001,5827362.0,5353456065.0,2020-01-02 13:45:00
905,5370.4827,5362.1084,5362.703,5369.8123,5367.241039999999,5864230.0,5531443552.6,2020-01-02 14:00:00
905,5370.89,5359.4552,5369.8123,5360.3675,5366.201753333333,5745029.0,5273059113.9,2020-01-02 14:15:00
905,5367.4183,5359.3118,5360.3675,5364.7713,5363.04496,6262832.0,5622933366.5,2020-01-02 14:30:00
905,5369.0615,5363.4509,5364.7713,5363.7401,5366.10376,7494426.0,6899619298.4,2020-01-02 14:45:00
905,5366.2628,5362.2318,5363.7401,5366.1375,5364.332353333334,10481751.0,9744748186.199999,2020-01-02 15:00:00
905,5380.3086,5365.9402,5376.0328,5378.395,5374.8802,22119078.0,21193574867.9,2020-01-03 09:45:00
905,5381.9598,5366.9259,5378.395,5367.139,5377.324886666666,12683129.0,12945467557.199999,2020-01-03 10:00:00
905,5389.8274,5363.9379,5367.139,5383.9026,5379.695133333333,9937039.0,9848679289.9,2020-01-03 10:15:00
905,5392.5421,5380.9285,5383.9026,5386.5385,5384.776326666668,9456041.0,8444772823.0,2020-01-03 10:30:00
905,5386.8429,5370.1024,5386.5385,5370.1159,5379.134906666667,7834550.0,7314609617.2,2020-01-03 10:45:00
905,5373.8999,5362.9273,5370.1159,5373.624,5368.996080000001,6911606.0,6363153269.000001,2020-01-03 11:00:00
905,5374.7527,5367.5508,5373.624,5368.135,5371.746526666667,4899620.0,4809215116.2,2020-01-03 11:15:00
905,5368.135,5356.508,5368.135,5356.9005,5364.474993333333,5335998.0,5242450717.3,2020-01-03 11:30:00
905,5358.5175,5351.8049,5356.9005,5354.3857,5355.01536,5923345.0,5826924260.199999,2020-01-03 13:15:00
905,5366.3957,5353.9397,5354.3857,5364.4157,5361.779586666668,5141310.0,4452582468.799999,2020-01-03 13:30:00
905,5377.56,5362.1223,5364.4157,5376.0505,5370.856506666666,5640913.0,5034579473.9,2020-01-03 13:45:00
905,5377.1476,5369.1508,5376.0505,5376.6081,5373.452673333332,4855339.0,4459618160.6,2020-01-03 14:00:00
905,5385.7646,5372.3226,5376.6081,5385.0397,5379.041126666667,5164706.0,4957574067.3,2020-01-03 14:15:00
905,5395.2585,5381.756,5385.0397,5395.2379,5387.767186666667,6314927.0,6119187923.599999,2020-01-03 14:30:00
905,5395.2379,5376.2249,5395.2379,5376.4368,5383.535580000001,7096411.0,6706912185.4,2020-01-03 14:45:00
905,5379.5189,5375.0919,5376.4368,5380.6372,5377.962233333333,9106757.0,8449842562.199999,2020-01-03 15:00:00
905,5399.7871,5355.0237,5365.2171,5399.3842,5382.559693333334,25947810.0,25063751265.699997,2020-01-06 09:45:00
905,5412.3622,5399.3842,5399.3842,5407.0411,5409.322426666667,13737914.0,14462680061.700003,2020-01-06 10:00:00
905,5435.3455,5400.0599,5407.0411,5433.4623,5423.905853333333,11930660.0,12318509379.4,2020-01-06 10:15:00
905,5440.7625,5429.0328,5433.4623,5435.7014,5435.044466666667,9281353.0,9146398549.7,2020-01-06 10:30:00
905,5444.0794,5433.8743,5435.7014,5437.8609,5439.404200000001,8748280.0,8883917834.900002,2020-01-06 10:45:00
905,5451.4181,5429.8076,5437.8609,5447.9199,5439.748739999999,7294770.0,7665714919.4,2020-01-06 11:00:00
905,5452.8462,5445.7953,5447.9199,5452.0016,5449.571173333332,6080787.0,6181999515.499999,2020-01-06 11:15:00
905,5468.631,5451.9266,5452.0016,5468.1086,5457.584586666667,6561969.0,6254903580.5,2020-01-06 11:30:00
905,5475.2668,5467.0968,5468.1086,5468.896,5470.427920000001,8389279.0,8395598022.099999,2020-01-06 13:15:00
905,5481.4478,5468.6394,5468.896,5475.4644,5476.713473333334,8196363.0,8091189374.1,2020-01-06 13:30:00
905,5475.6606,5447.7863,5475.4644,5450.8956,5456.222853333334,9460984.0,9073339458.1,2020-01-06 13:45:00
905,5456.5738,5442.3371,5450.8956,5454.6954,5448.94564,6966724.0,6954941921.0,2020-01-06 14:00:00
905,5454.6954,5404.5618,5454.6954,5406.7383,5432.00864,10236520.0,9849992523.900002,2020-01-06 14:15:00
905,5412.8745,5391.0601,5406.7383,5406.39,5406.0458733333335,9737899.0,9317770770.5,2020-01-06 14:30:00
905,5421.4094,5406.1036,5406.39,5421.3957,5415.756253333334,7014435.0,6981745117.1,2020-01-06 14:45:00
905,5434.5894,5420.9632,5421.3957,5434.8503,5430.222806666667,9960096.0,9505552575.4,2020-01-06 15:00:00
905,5470.2019,5440.6916,5441.9032,5463.1287,5460.51874,23053917.0,23611487416.699997,2020-01-07 09:45:00
905,5472.2482,5456.9782,5463.1287,5464.0018,5465.174800000002,14877078.0,13893417322.0,2020-01-07 10:00:00
905,5472.7173,5458.4427,5464.0018,5469.5805,5466.847353333333,10890081.0,11334694561.399998,2020-01-07 10:15:00
905,5478.0602,5459.4145,5469.5805,5458.6485,5472.545953333333,9169072.0,8988776540.9,2020-01-07 10:30:00
905,5466.8747,5451.8661,5458.6485,5453.1252,5461.495606666668,8483679.0,8217142945.099999,2020-01-07 10:45:00
905,5456.7061,5442.1721,5453.1252,5455.4708,5449.623486666667,7082683.0,6849356405.0,2020-01-07 11:00:00
905,5466.7413,5454.3259,5455.4708,5465.6251,5463.051893333334,5155389.0,5062483235.099998,2020-01-07 11:15:00
905,5468.4612,5459.1274,5465.6251,5468.9842,5463.82724,4967568.0,4894926958.3,2020-01-07 11:30:00
905,5474.3145,5455.9216,5468.9842,5468.7878,5463.766300000001,7254610.0,7133408321.4,2020-01-07 13:15:00
905,5479.2151,5468.7878,5468.7878,5478.9229,5475.656706666666,6312857.0,6408881914.8,2020-01-07 13:30:00
905,5480.03,5468.8663,5478.9229,5476.6329,5474.260526666666,6329880.0,6230527643.599999,2020-01-07 13:45:00
905,5487.1084,5476.4971,5476.6329,5482.2158,5481.43502,7021926.0,6695568096.1,2020-01-07 14:00:00
905,5491.1513,5478.6544,5482.2158,5479.562,5485.791160000002,7862998.0,7226313808.699999,2020-01-07 14:15:00
905,5485.9416,5478.0485,5479.562,5485.9772,5480.965126666666,6035253.0,6385302105.299999,2020-01-07 14:30:00
