code,high,low,open,close,avg,vol,amount,time
905,6411.0634,6359.1132,6395.6118,6411.4448,6387.2260799999995,34165603.0,38383761094.3,2021-01-04 09:45:00
905,6411.7639,6399.3325,6411.4448,6405.205,6406.082573333334,20180601.0,21779812892.399998,2021-01-04 10:00:00
905,6424.4296,6405.205,6405.205,6413.1166,6416.3947333333335,15565698.0,16683280090.499998,2021-01-04 10:15:00
905,6428.2323,6413.1166,6413.1166,6428.3474,6421.857706666666,11494548.0,13260511440.9,2021-01-04 10:30:00
905,6437.5736,6424.4523,6428.3474,6436.486,6431.856159999999,11379590.0,12754732171.300003,2021-01-04 10:45:00
905,6445.6433,6429.1058,6436.486,6444.3874,6437.445560000001,8868532.0,10308570884.9,2021-01-04 11:00:00
905,6463.6037,6441.368,6444.3874,6463.8468,6456.046179999999,8146394.0,9126865996.900002,2021-01-04 11:15:00
905,6472.2958,6452.3063,6463.8468,6473.4634,6461.923806666667,7682482.0,8642500419.300001,2021-01-04 11:30:00
905,6486.4706,6472.1707,6473.4634,6476.6895,6479.073146666666,11822587.0,12807124828.399998,2021-01-04 13:15:00
905,6484.0041,6474.044,6476.6895,6476.3878,6478.8705266666675,8381787.0,9734219200.7,2021-01-04 13:30:00
905,6479.8304,6462.714,6476.3878,6479.357,6471.419733333333,6652405.0,8078409183.500003,2021-01-04 13:45:00
905,6484.5302,6470.0021,6479.357,6481.1064,6478.467946666668,6405230.0,8089905707.900001,2021-01-04 14:00:00
905,6491.1356,6473.8442,6481.1064,6490.9924,6484.457686666667,6858615.0,8359690235.400001,2021-01-04 14:15:00
905,6501.0637,6487.6984,6490.9924,6495.2296,6495.7582600000005,7619442.0,9035150785.800001,2021-01-04 14:30:00
905,6501.5393,6492.1785,6495.2296,6494.273,6495.975906666666,9115202.0,10184792295.3,2021-01-04 14:45:00
905,6494.273,6479.6012,6494.273,6482.7868,6486.468453333333,12239976.0,13854960221.9,2021-01-04 15:00:00
905,6491.3997,6454.7004,6470.2503,6480.7823,6476.955833333334,36644115.0,39778565805.700005,2021-01-05 09:45:00
905,6490.1152,6466.1847,6480.7823,6488.3252,6480.247573333332,22065290.0,24581681748.8,2021-01-05 10:00:00
905,6522.7454,6478.6059,6488.3252,6523.0775,6505.757079999999,15907914.0,18950615297.0,2021-01-05 10:15:00
905,6523.0775,6495.5399,6523.0775,6498.1792,6505.280226666666,13758914.0,15304076763.1,2021-01-05 10:30:00
905,6505.9073,6491.595,6498.1792,6506.5979,6499.002253333334,10772940.0,12087843459.199999,2021-01-05 10:45:00
