code,high,low,open,close,avg,vol,amount,time
16,2885.58,2869.777,2867.528,2879.601,2880.707933333333,5752250.0,7691097622.0,2018-01-02 09:45:00
16,2903.844,2879.601,2879.601,2901.202,2894.210466666667,6593929.0,7423184859.0,2018-01-02 10:00:00
16,2901.317,2887.944,2901.202,2891.214,2893.829066666666,4290358.0,5252551041.0,2018-01-02 10:15:00
16,2903.574,2890.921,2891.214,2903.455,2897.437266666667,3490633.0,4317885830.0,2018-01-02 10:30:00
16,2905.94,2900.035,2903.455,2905.754,2903.5561999999995,3961722.0,4628789281.0,2018-01-02 10:45:00
16,2909.967,2902.449,2905.754,2904.628,2905.8274,3330416.0,3294034814.0,2018-01-02 11:00:00
16,2910.395,2902.808,2904.628,2909.999,2905.8505999999998,3608628.0,3269975848.0,2018-01-02 11:15:00
16,2911.984,2906.125,2909.999,2906.57,2909.5697333333333,3312007.0,3568242399.0,2018-01-02 11:30:00
16,2907.83,2903.415,2906.57,2904.968,2905.408666666667,3192277.0,3020037390.0,2018-01-02 13:15:00
16,2907.104,2904.531,2904.968,2907.106,2906.0286,2169413.0,2788590896.0,2018-01-02 13:30:00
16,2909.523,2905.916,2907.106,2906.806,2907.3997999999997,2678330.0,3214724449.0,2018-01-02 13:45:00
16,2907.459,2898.414,2906.806,2898.464,2902.676466666667,2337335.0,3004950652.0,2018-01-02 14:00:00
16,2900.981,2895.281,2898.464,2895.543,2898.745,2034620.0,2578652935.0,2018-01-02 14:15:00
16,2908.971,2894.781,2895.543,2907.931,2903.083333333333,1736578.0,2131146708.0,2018-01-02 14:30:00
16,2908.806,2904.695,2907.931,2908.449,2907.0903333333335,2231963.0,2822198567.0,2018-01-02 14:45:00
16,2910.507,2906.621,2908.449,2909.381,2908.406466666667,3268253.0,4388060958.0,2018-01-02 15:00:00
16,2918.74,2911.671,2914.279,2913.246,2914.8113333333336,5647708.0,7077102206.0,2018-01-03 09:45:00
16,2924.033,2913.246,2913.246,2920.34,2920.147933333333,5060806.0,6027703620.0,2018-01-03 10:00:00
16,2930.127,2919.364,2920.34,2930.131,2925.2947333333336,3903453.0,4927684031.0,2018-01-03 10:15:00
16,2939.302,2929.948,2930.131,2934.249,2934.8772,3806007.0,4662636589.0,2018-01-03 10:30:00
16,2947.381,2933.939,2934.249,2946.677,2941.0137999999997,3459650.0,4663192916.0,2018-01-03 10:45:00
16,2946.677,2939.783,2946.677,2942.325,2941.655133333333,2689702.0,3577126997.0,2018-01-03 11:00:00
16,2942.325,2933.098,2942.325,2935.81,2936.933,2177306.0,2951616979.0,2018-01-03 11:15:00
16,2942.593,2934.188,2935.81,2941.286,2939.1914666666676,1858412.0,2438514143.0,2018-01-03 11:30:00
16,2941.917,2933.903,2941.286,2933.765,2936.057066666667,2377470.0,3192524596.0,2018-01-03 13:15:00
16,2934.765,2929.071,2933.765,2932.111,2931.3143333333333,2189486.0,3188086058.0,2018-01-03 13:30:00
16,2932.111,2911.983,2932.111,2911.719,2922.999333333333,2344840.0,5601265454.0,2018-01-03 13:45:00
16,2917.16,2907.176,2911.719,2915.332,2913.450133333333,2225668.0,4937080344.0,2018-01-03 14:00:00
16,2920.003,2914.782,2915.332,2919.453,2917.6843333333327,1621284.0,2494863122.0,2018-01-03 14:15:00
16,2926.878,2919.389,2919.453,2922.184,2923.864466666667,1960959.0,2915748640.0,2018-01-03 14:30:00
16,2922.184,2907.24,2922.184,2907.261,2914.383,3103686.0,5118688667.0,2018-01-03 14:45:00
16,2913.884,2906.678,2907.261,2914.252,2909.996266666667,3765318.0,5547862994.0,2018-01-03 15:00:00
16,2918.416,2910.957,2918.256,2912.191,2914.2370666666666,4583473.0,6931369788.0,2018-01-04 09:45:00
16,2920.045,2911.733,2912.191,2917.373,2916.9816,3457119.0,4835230810.0,2018-01-04 10:00:00
16,2919.1,2914.102,2917.373,2918.787,2916.7618666666667,2914938.0,4195400034.0,2018-01-04 10:15:00
16,2922.133,2917.422,2918.787,2920.455,2919.3193333333334,1904127.0,3050893188.0,2018-01-04 10:30:00
16,2922.58,2919.223,2920.455,2921.029,2920.920466666667,1644217.0,2400284088.0,2018-01-04 10:45:00
16,2926.197,2920.416,2921.029,2925.967,2922.446933333333,1530934.0,2108919866.0,2018-01-04 11:00:00
16,2928.885,2924.162,2925.967,2926.996,2926.0922,1574320.0,2423480605.0,2018-01-04 11:15:00
16,2932.466,2926.996,2926.996,2929.916,2930.0042,1651072.0,2600113594.0,2018-01-04 11:30:00
16,2933.083,2929.916,2929.916,2932.751,2931.3063333333334,2281213.0,2793715914.0,2018-01-04 13:15:00
16,2933.94,2923.547,2932.751,2922.928,2929.009,2746644.0,3229960113.0,2018-01-04 13:30:00
16,2931.625,2922.202,2922.928,2929.994,2928.4192666666663,2524114.0,3142963696.0,2018-01-04 13:45:00
16,2933.432,2923.568,2929.994,2923.45,2929.4804,3733936.0,4887435068.0,2018-01-04 14:00:00
16,2923.763,2913.351,2923.45,2913.484,2918.3234,3903953.0,4736591348.0,2018-01-04 14:15:00
16,2920.699,2913.484,2913.484,2918.683,2918.9672666666665,2189797.0,2995372546.0,2018-01-04 14:30:00
16,2920.628,2912.277,2918.683,2917.902,2917.2319999999995,2690134.0,3493238366.0,2018-01-04 14:45:00
16,2920.206,2916.264,2917.902,2919.83,2918.5589333333332,4186857.0,5241888876.0,2018-01-04 15:00:00
16,2931.348,2920.245,2926.778,2931.485,2925.7868666666673,4080325.0,5644705980.0,2018-01-05 09:45:00
16,2937.242,2929.478,2931.485,2931.03,2932.717866666666,4097974.0,5429596427.0,2018-01-05 10:00:00
16,2932.255,2922.423,2931.03,2922.978,2926.3107999999993,4265888.0,5126920378.0,2018-01-05 10:15:00
16,2931.22,2922.632,2922.978,2929.141,2927.3856000000005,3930506.0,4560837127.0,2018-01-05 10:30:00
16,2930.226,2923.026,2929.141,2924.183,2926.092266666667,2385545.0,3440691799.0,2018-01-05 10:45:00
16,2931.084,2922.204,2924.183,2929.674,2926.9766666666665,2594844.0,3278951094.0,2018-01-05 11:00:00
16,2931.06,2925.042,2929.674,2926.067,2927.6538666666665,2066732.0,2463477923.0,2018-01-05 11:15:00
16,2930.499,2925.784,2926.067,2930.517,2927.745133333333,2052996.0,2637775228.0,2018-01-05 11:30:00
